latitude,longitude,cLand
-89.5,153.125,0.0013019132
-89.5,154.375,0.0013019132
-89.5,155.625,0.0013019132
-89.5,156.875,0.0013019132
-89.5,158.125,0.0013019132
-89.5,159.375,0.0013019132
-89.5,160.625,0.0013019132
-89.5,161.875,0.0013019132
-89.5,163.125,0.0013019132
-89.5,164.375,0.0013019132
-89.5,165.625,0.0013019132
-89.5,166.875,0.0013019132
-89.5,168.125,0.0013019132
-89.5,169.375,0.0013019132
-89.5,170.625,0.0013018909
-89.5,171.875,0.0013018909
-89.5,173.125,0.0013018909
-89.5,174.375,0.0013018909
-89.5,175.625,0.0013018909
-89.5,176.87500000000003,0.0013018909
-89.5,178.125,0.0013018909
-89.5,179.375,0.0013018909
-89.5,180.625,0.0013018909
-89.5,181.875,0.0013018909
-89.5,183.125,0.0013018909
-89.5,184.375,0.0013018909
-89.5,185.625,0.0013018909
-89.5,186.875,0.0013018909
-89.5,188.125,0.0013018909
-89.5,189.375,0.0013018909
-89.5,190.625,0.0013018909
-89.5,191.875,0.0013018909
-89.5,193.125,0.0013018909
-89.5,194.375,0.0013018909
-89.5,195.625,0.0013018909
-89.5,196.875,0.0013018909
-89.5,198.125,0.0013018909
-89.5,199.37500000000003,0.0013018909
-89.5,200.625,0.0013018909
-89.5,201.875,0.0013018909
-89.5,203.125,0.0013018909
-89.5,204.375,0.0013018909
-89.5,205.625,0.0013018909
-89.5,206.875,0.0013018909
-89.5,208.125,0.0013018909
-89.5,209.375,0.0013018909
-89.5,210.625,0.0013018909
-89.5,211.875,0.0013018909
-89.5,213.125,0.0013018909
-89.5,214.375,0.0013018909
-89.5,215.625,0.0013018909
-89.5,216.875,0.0013018909
-89.5,218.125,0.0013018909
-89.5,219.375,0.0013018909
-89.5,220.625,0.0013018909
-89.5,221.87500000000003,0.0013018909
-89.5,223.125,0.0013018909
-89.5,224.375,0.0013018909
-89.5,225.625,0.0013018909
-89.5,226.875,0.0013018909
-89.5,228.125,0.0013018909
-89.5,229.375,0.0013018909
-89.5,230.62499999999997,0.0013018909
-89.5,231.875,0.0013018909
-89.5,233.12500000000003,0.0013018909
-89.5,234.375,0.0013018909
-89.5,235.62500000000003,0.0013018909
-89.5,236.875,0.0013018909
-89.5,238.12500000000003,0.0013018909
-89.5,239.375,0.0013018909
-89.5,240.62500000000003,0.0013018909
-89.5,241.875,0.0013018909
-89.5,243.12500000000003,0.0013018909
-89.5,244.375,0.0013018909
-89.5,245.625,0.0013018909
-89.5,246.875,0.0013018909
-89.5,248.125,0.0013018909
-89.5,249.37499999999997,0.0013018909
-89.5,250.625,0.0013018909
-89.5,251.87499999999997,0.0013018909
-89.5,253.125,0.0013018909
-89.5,254.37500000000003,0.0013018909
-89.5,255.625,0.0013018909
-89.5,256.875,0.0013018909
-89.5,258.125,0.0013018909
-89.5,259.375,0.0013018909
-89.5,260.625,0.0013018993
-89.5,261.875,0.0013018993
-89.5,263.125,0.0013018993
-89.5,264.375,0.0013018993
-89.5,265.625,0.0013018993
-89.5,266.875,0.0013018993
-89.5,268.125,0.0013018993
-89.5,269.375,0.0013018993
-89.5,270.625,0.0013018993
-89.5,271.875,0.0013018993
-89.5,273.125,0.0013018993
-89.5,274.375,0.0013018993
-89.5,275.625,0.0013018993
-89.5,276.875,0.0013018993
-89.5,278.125,0.0013018993
-89.5,279.375,0.0013018993
-89.5,280.625,0.0013018993
-89.5,281.875,0.0013018993
-89.5,283.125,0.0013018993
-89.5,284.375,0.0013018993
-89.5,285.625,0.0013018993
-89.5,286.875,0.0013018993
-89.5,288.125,0.0013018993
-89.5,289.375,0.0013018993
-89.5,290.625,0.0013018993
-89.5,291.875,0.0013018993
-89.5,293.125,0.0013018993
-89.5,294.375,0.0013018993
-89.5,295.625,0.0013018993
-89.5,296.875,0.0013018993
-89.5,298.125,0.0013018993
-89.5,299.37500000000006,0.0013018993
-89.5,300.625,0.0013018993
-89.5,301.875,0.0013018993
-89.5,303.125,0.0013018993
-89.5,304.375,0.0013018993
-89.5,305.625,0.0013018993
-89.5,306.875,0.0013018993
-89.5,308.125,0.0013018993
-89.5,309.375,0.0013018993
-89.5,310.625,0.0013018993
-89.5,311.875,0.0013018993
-89.5,313.125,0.0013018993
-89.5,314.375,0.0013018993
-89.5,315.625,0.0013018993
-89.5,316.875,0.0013018993
-89.5,318.125,0.0013018993
-89.5,319.375,0.0013018993
-89.5,320.62500000000006,0.0013018993
-89.5,321.875,0.0013018993
-89.5,323.125,0.0013018993
-89.5,324.375,0.0013018993
-89.5,325.625,0.0013018993
-89.5,326.875,0.0013018993
-89.5,328.125,0.0013018993
-89.5,329.375,0.0013018993
-89.5,330.625,0.0013018993
-89.5,331.875,0.0013018993
-89.5,333.125,0.0013018993
-89.5,334.375,0.0013018993
-89.5,335.625,0.0013018993
-89.5,336.875,0.0013018993
-89.5,338.125,0.0013018993
-89.5,339.375,0.0013018993
-89.5,340.625,0.0013018993
-89.5,341.875,0.0013018993
-89.5,343.125,0.0013018993
-89.5,344.37500000000006,0.0013018993
-89.5,345.625,0.0013018993
-89.5,346.875,0.0013018993
-89.5,348.125,0.0013018993
-89.5,349.375,0.0013018993
-89.5,350.625,0.0013019199
-89.5,351.875,0.0013019199
-89.5,353.125,0.0013019199
-89.5,354.375,0.0013019199
-89.5,355.625,0.0013019199
-89.5,356.875,0.0013019199
-89.5,358.125,0.0013019199
-89.5,359.375,0.0013019199
-88.5,0.625,0.0013019114
-88.5,1.8749999999999998,0.0013019114
-88.5,3.125,0.0013019115
-88.5,4.375,0.0013019115
-88.5,5.625,0.0013019115
-88.5,6.875,0.0013019118
-88.5,8.125,0.0013019119
-88.5,9.375,0.0013019119
-88.5,10.625,0.0013019119
-88.5,11.875,0.0013019121
-88.5,13.125000000000002,0.0013019121
-88.5,14.375,0.0013019124
-88.5,15.625000000000002,0.0013019125
-88.5,16.875,0.0013019126
-88.5,18.125,0.0013019127
-88.5,19.375,0.0013019127
-88.5,20.625,0.0013019128
-88.5,21.875,0.0013019128
-88.5,23.125,0.001301913
-88.5,24.375,0.0013019136
-88.5,25.625,0.001301915
-88.5,26.875,0.001301916
-88.5,28.125,0.0013019172
-88.5,29.375,0.0013019184
-88.5,30.625000000000004,0.0013019195
-88.5,31.875000000000004,0.0013019202
-88.5,33.125,0.001301921
-88.5,34.375,0.001301922
-88.5,35.625,0.0013019227
-88.5,36.875,0.0013019235
-88.5,38.125,0.0013019242
-88.5,39.375,0.0013019252
-88.5,40.625,0.0013019259
-88.5,41.875,0.0013019264
-88.5,43.125,0.0013019275
-88.5,44.375,0.0013019285
-88.5,45.625,0.0013019295
-88.5,46.875,0.0013019302
-88.5,48.125,0.0013019303
-88.5,49.375,0.0013019304
-88.5,50.625,0.0013019306
-88.5,51.875,0.0013019308
-88.5,53.125,0.0013019309
-88.5,54.375,0.001301931
-88.5,55.625,0.0013019311
-88.5,56.875,0.0013019312
-88.5,58.125,0.0013019313
-88.5,59.37499999999999,0.0013019315
-88.5,60.62499999999999,0.0013019317
-88.5,61.87500000000001,0.0013019318
-88.5,63.12500000000001,0.0013019321
-88.5,64.375,0.0013019321
-88.5,65.625,0.0013019324
-88.5,66.875,0.0013019326
-88.5,68.125,0.0013019325
-88.5,69.375,0.0013019328
-88.5,70.625,0.0013019328
-88.5,71.87500000000001,0.001301933
-88.5,73.125,0.0013019331
-88.5,74.375,0.0013019333
-88.5,75.625,0.0013019333
-88.5,76.875,0.0013019334
-88.5,78.125,0.0013019335
-88.5,79.375,0.0013019337
-88.5,80.625,0.0013019365
-88.5,81.875,0.0013019362
-88.5,83.12500000000001,0.0013019359
-88.5,84.375,0.0013019354
-88.5,85.625,0.0013019352
-88.5,86.875,0.001301935
-88.5,88.125,0.0013019346
-88.5,89.375,0.0013019344
-88.5,90.625,0.0013019342
-88.5,91.875,0.0013019341
-88.5,93.125,0.0013019338
-88.5,94.37500000000001,0.0013019335
-88.5,95.625,0.0013019332
-88.5,96.875,0.001301933
-88.5,98.125,0.0013019327
-88.5,99.375,0.0013019325
-88.5,100.625,0.0013019321
-88.5,101.875,0.0013019319
-88.5,103.125,0.0013019318
-88.5,104.375,0.0013019315
-88.5,105.62500000000001,0.0013019312
-88.5,106.875,0.001301931
-88.5,108.125,0.0013019306
-88.5,109.375,0.0013019304
-88.5,110.625,0.0013019302
-88.5,111.875,0.0013019299
-88.5,113.125,0.0013019297
-88.5,114.375,0.0013019285
-88.5,115.62500000000001,0.0013019274
-88.5,116.87500000000001,0.0013019261
-88.5,118.125,0.0013019248
-88.5,119.375,0.0013019237
-88.5,120.625,0.0013019227
-88.5,121.875,0.0013019218
-88.5,123.125,0.0013019203
-88.5,124.375,0.0013019192
-88.5,125.625,0.0013019176
-88.5,126.875,0.0013019162
-88.5,128.125,0.0013019142
-88.5,129.375,0.0013019124
-88.5,130.625,0.0013019106
-88.5,131.875,0.0013019085
-88.5,133.12500000000003,0.0013019065
-88.5,134.375,0.0013019046
-88.5,135.625,0.0013019021
-88.5,136.875,0.0013019006
-88.5,138.125,0.0013019004
-88.5,139.375,0.0013019001
-88.5,140.625,0.0013019001
-88.5,141.875,0.0013019001
-88.5,143.125,0.0013018998
-88.5,144.375,0.0013018998
-88.5,145.625,0.0013018997
-88.5,146.875,0.0013018993
-88.5,148.125,0.0013018991
-88.5,149.375,0.0013018992
-88.5,150.625,0.0013018989
-88.5,151.875,0.0013018989
-88.5,153.125,0.0013018985
-88.5,154.375,0.0013018984
-88.5,155.625,0.0013018983
-88.5,156.875,0.0013018982
-88.5,158.125,0.0013018982
-88.5,159.375,0.0013018979
-88.5,160.625,0.0013018978
-88.5,161.875,0.0013018977
-88.5,163.125,0.0013018973
-88.5,164.375,0.0013018971
-88.5,165.625,0.001301897
-88.5,166.875,0.0013018968
-88.5,168.125,0.0013018966
-88.5,169.375,0.0013018966
-88.5,170.625,0.0013018574
-88.5,171.875,0.0013018576
-88.5,173.125,0.0013018581
-88.5,174.375,0.0013018587
-88.5,175.625,0.0013018589
-88.5,176.87500000000003,0.0013018593
-88.5,178.125,0.0013018595
-88.5,179.375,0.0013018599
-88.5,180.625,0.0013018601
-88.5,181.875,0.0013018603
-88.5,183.125,0.0013018606
-88.5,184.375,0.0013018609
-88.5,185.625,0.0013018613
-88.5,186.875,0.0013018615
-88.5,188.125,0.0013018621
-88.5,189.375,0.0013018625
-88.5,190.625,0.0013018628
-88.5,191.875,0.0013018632
-88.5,193.125,0.0013018636
-88.5,194.375,0.0013018639
-88.5,195.625,0.0013018644
-88.5,196.875,0.0013018646
-88.5,198.125,0.0013018647
-88.5,199.37500000000003,0.0013018651
-88.5,200.625,0.0013018656
-88.5,201.875,0.001301866
-88.5,203.125,0.0013018663
-88.5,204.375,0.0013018643
-88.5,205.625,0.0013018608
-88.5,206.875,0.0013018576
-88.5,208.125,0.001301855
-88.5,209.375,0.001301852
-88.5,210.625,0.0013018495
-88.5,211.875,0.0013018468
-88.5,213.125,0.0013018439
-88.5,214.375,0.0013018413
-88.5,215.625,0.0013018411
-88.5,216.875,0.0013018431
-88.5,218.125,0.0013018453
-88.5,219.375,0.0013018473
-88.5,220.625,0.0013018497
-88.5,221.87500000000003,0.0013018517
-88.5,223.125,0.0013018543
-88.5,224.375,0.0013018572
-88.5,225.625,0.0013018599
-88.5,226.875,0.0013018616
-88.5,228.125,0.0013018613
-88.5,229.375,0.0013018608
-88.5,230.62499999999997,0.0013018603
-88.5,231.875,0.0013018599
-88.5,233.12500000000003,0.0013018594
-88.5,234.375,0.0013018589
-88.5,235.62500000000003,0.0013018585
-88.5,236.875,0.001301858
-88.5,238.12500000000003,0.0013018579
-88.5,239.375,0.0013018575
-88.5,240.62500000000003,0.0013018572
-88.5,241.875,0.0013018568
-88.5,243.12500000000003,0.0013018566
-88.5,244.375,0.0013018562
-88.5,245.625,0.001301856
-88.5,246.875,0.0013018558
-88.5,248.125,0.0013018553
-88.5,249.37499999999997,0.0013018551
-88.5,250.625,0.0013018547
-88.5,251.87499999999997,0.001301854
-88.5,253.125,0.0013018537
-88.5,254.37500000000003,0.0013018533
-88.5,255.625,0.0013018531
-88.5,256.875,0.0013018529
-88.5,258.125,0.0013018526
-88.5,259.375,0.0013018523
-88.5,260.625,0.0013018623
-88.5,261.875,0.0013018628
-88.5,263.125,0.0013018631
-88.5,264.375,0.0013018633
-88.5,265.625,0.0013018637
-88.5,266.875,0.0013018639
-88.5,268.125,0.0013018642
-88.5,269.375,0.0013018644
-88.5,270.625,0.0013018647
-88.5,271.875,0.0013018651
-88.5,273.125,0.0013018656
-88.5,274.375,0.0013018658
-88.5,275.625,0.0013018661
-88.5,276.875,0.0013018666
-88.5,278.125,0.0013018671
-88.5,279.375,0.0013018674
-88.5,280.625,0.0013018677
-88.5,281.875,0.001301868
-88.5,283.125,0.0013018684
-88.5,284.375,0.0013018687
-88.5,285.625,0.001301869
-88.5,286.875,0.0013018695
-88.5,288.125,0.0013018699
-88.5,289.375,0.0013018702
-88.5,290.625,0.0013018706
-88.5,291.875,0.0013018709
-88.5,293.125,0.0013018714
-88.5,294.375,0.0013018716
-88.5,295.625,0.0013018721
-88.5,296.875,0.0013018723
-88.5,298.125,0.0013018723
-88.5,299.37500000000006,0.0013018727
-88.5,300.625,0.001301873
-88.5,301.875,0.0013018731
-88.5,303.125,0.0013018734
-88.5,304.375,0.0013018736
-88.5,305.625,0.0013018746
-88.5,306.875,0.0013018765
-88.5,308.125,0.0013018785
-88.5,309.375,0.0013018803
-88.5,310.625,0.0013018824
-88.5,311.875,0.0013018845
-88.5,313.125,0.0013018871
-88.5,314.375,0.0013018898
-88.5,315.625,0.0013018919
-88.5,316.875,0.0013018936
-88.5,318.125,0.0013018936
-88.5,319.375,0.0013018933
-88.5,320.62500000000006,0.0013018933
-88.5,321.875,0.0013018931
-88.5,323.125,0.0013018931
-88.5,324.375,0.001301893
-88.5,325.625,0.0013018929
-88.5,326.875,0.0013018929
-88.5,328.125,0.0013018928
-88.5,329.375,0.0013018927
-88.5,330.625,0.0013018926
-88.5,331.875,0.0013018925
-88.5,333.125,0.0013018923
-88.5,334.375,0.0013018923
-88.5,335.625,0.0013018923
-88.5,336.875,0.0013018921
-88.5,338.125,0.0013018921
-88.5,339.375,0.0013018921
-88.5,340.625,0.0013018919
-88.5,341.875,0.0013018919
-88.5,343.125,0.0013018919
-88.5,344.37500000000006,0.0013018918
-88.5,345.625,0.0013018916
-88.5,346.875,0.0013018916
-88.5,348.125,0.0013018915
-88.5,349.375,0.0013018914
-88.5,350.625,0.0013019108
-88.5,351.875,0.0013019111
-88.5,353.125,0.0013019112
-88.5,354.375,0.0013019112
-88.5,355.625,0.0013019112
-88.5,356.875,0.0013019113
-88.5,358.125,0.0013019113
-88.5,359.375,0.0013019114
-87.5,0.625,0.0013018975
-87.5,1.8749999999999998,0.0013018975
-87.5,3.125,0.0013018977
-87.5,4.375,0.0013018978
-87.5,5.625,0.0013018979
-87.5,6.875,0.0013018982
-87.5,8.125,0.0013018984
-87.5,9.375,0.0013018985
-87.5,10.625,0.0013018987
-87.5,11.875,0.0013019019
-87.5,13.125000000000002,0.0013019047
-87.5,14.375,0.0013019079
-87.5,15.625000000000002,0.0013019105
-87.5,16.875,0.0013019124
-87.5,18.125,0.0013019135
-87.5,19.375,0.0013019146
-87.5,20.625,0.0013019155
-87.5,21.875,0.0013019167
-87.5,23.125,0.0013019183
-87.5,24.375,0.0013019191
-87.5,25.625,0.0013019196
-87.5,26.875,0.00130192
-87.5,28.125,0.0013019203
-87.5,29.375,0.0013019207
-87.5,30.625000000000004,0.0013019213
-87.5,31.875000000000004,0.0013019223
-87.5,33.125,0.0013019227
-87.5,34.375,0.0013019234
-87.5,35.625,0.0013019248
-87.5,36.875,0.0013019254
-87.5,38.125,0.0013019257
-87.5,39.375,0.0013019261
-87.5,40.625,0.0013019264
-87.5,41.875,0.0013019269
-87.5,43.125,0.0013019274
-87.5,44.375,0.0013019277
-87.5,45.625,0.0013019278
-87.5,46.875,0.0013019285
-87.5,48.125,0.0013019295
-87.5,49.375,0.0013019303
-87.5,50.625,0.001301931
-87.5,51.875,0.0013019319
-87.5,53.125,0.0013019327
-87.5,54.375,0.0013019346
-87.5,55.625,0.0013019369
-87.5,56.875,0.0013019394
-87.5,58.125,0.0013019415
-87.5,59.37499999999999,0.0013019438
-87.5,60.62499999999999,0.0013019439
-87.5,61.87500000000001,0.0013019441
-87.5,63.12500000000001,0.0013019443
-87.5,64.375,0.0013019444
-87.5,65.625,0.0013019445
-87.5,66.875,0.0013019446
-87.5,68.125,0.0013019447
-87.5,69.375,0.0013019448
-87.5,70.625,0.001301945
-87.5,71.87500000000001,0.0013019451
-87.5,73.125,0.0013019453
-87.5,74.375,0.0013019454
-87.5,75.625,0.0013019455
-87.5,76.875,0.0013019455
-87.5,78.125,0.0013019455
-87.5,79.375,0.0013019457
-87.5,80.625,0.0013019535
-87.5,81.875,0.0013019533
-87.5,83.12500000000001,0.0013019531
-87.5,84.375,0.0013019528
-87.5,85.625,0.0013019524
-87.5,86.875,0.0013019523
-87.5,88.125,0.0013019522
-87.5,89.375,0.001301952
-87.5,90.625,0.0013019518
-87.5,91.875,0.0013019517
-87.5,93.125,0.0013019515
-87.5,94.37500000000001,0.0013019512
-87.5,95.625,0.0013019511
-87.5,96.875,0.001301951
-87.5,98.125,0.0013019508
-87.5,99.375,0.0013019507
-87.5,100.625,0.0013019504
-87.5,101.875,0.001301949
-87.5,103.125,0.0013019466
-87.5,104.375,0.0013019445
-87.5,105.62500000000001,0.0013019426
-87.5,106.875,0.0013019408
-87.5,108.125,0.0013019391
-87.5,109.375,0.0013019373
-87.5,110.625,0.0013019361
-87.5,111.875,0.0013019342
-87.5,113.125,0.0013019323
-87.5,114.375,0.0013019313
-87.5,115.62500000000001,0.0013019304
-87.5,116.87500000000001,0.0013019298
-87.5,118.125,0.0013019288
-87.5,119.375,0.0013019277
-87.5,120.625,0.0013019269
-87.5,121.875,0.0013019256
-87.5,123.125,0.0013019246
-87.5,124.375,0.0013019228
-87.5,125.625,0.0013019184
-87.5,126.875,0.001301916
-87.5,128.125,0.001301914
-87.5,129.375,0.0013019121
-87.5,130.625,0.0013019099
-87.5,131.875,0.001301908
-87.5,133.12500000000003,0.0013019065
-87.5,134.375,0.0013019049
-87.5,135.625,0.0013019033
-87.5,136.875,0.001301901
-87.5,138.125,0.0013018984
-87.5,139.375,0.0013018948
-87.5,140.625,0.0013018918
-87.5,141.875,0.0013018887
-87.5,143.125,0.0013018859
-87.5,144.375,0.0013018813
-87.5,145.625,0.0013018764
-87.5,146.875,0.00130187
-87.5,148.125,0.0013018637
-87.5,149.375,0.0013018582
-87.5,150.625,0.0013018572
-87.5,151.875,0.001301857
-87.5,153.125,0.0013018564
-87.5,154.375,0.0013018559
-87.5,155.625,0.0013018554
-87.5,156.875,0.0013018547
-87.5,158.125,0.0013018543
-87.5,159.375,0.0013018537
-87.5,160.625,0.0013018533
-87.5,161.875,0.0013018528
-87.5,163.125,0.0013018522
-87.5,164.375,0.0013018517
-87.5,165.625,0.0013018512
-87.5,166.875,0.0013018509
-87.5,168.125,0.0013018503
-87.5,169.375,0.0013018497
-87.5,170.625,0.0013018133
-87.5,171.875,0.0013018136
-87.5,173.125,0.0013018141
-87.5,174.375,0.0013018145
-87.5,175.625,0.0013018148
-87.5,176.87500000000003,0.0013018155
-87.5,178.125,0.0013018157
-87.5,179.375,0.0013018162
-87.5,180.625,0.0013018168
-87.5,181.875,0.0013018174
-87.5,183.125,0.0013018177
-87.5,184.375,0.0013018182
-87.5,185.625,0.0013018186
-87.5,186.875,0.0013018189
-87.5,188.125,0.0013018193
-87.5,189.375,0.0013018197
-87.5,190.625,0.0013018195
-87.5,191.875,0.0013018086
-87.5,193.125,0.0013017947
-87.5,194.375,0.0013017814
-87.5,195.625,0.0013017693
-87.5,196.875,0.0013017615
-87.5,198.125,0.001301762
-87.5,199.37500000000003,0.001301763
-87.5,200.625,0.0013017643
-87.5,201.875,0.0013017651
-87.5,203.125,0.0013017664
-87.5,204.375,0.0013017693
-87.5,205.625,0.001301773
-87.5,206.875,0.0013017765
-87.5,208.125,0.0013017799
-87.5,209.375,0.001301784
-87.5,210.625,0.001301788
-87.5,211.875,0.0013017919
-87.5,213.125,0.0013017956
-87.5,214.375,0.0013017954
-87.5,215.625,0.0013017968
-87.5,216.875,0.0013017986
-87.5,218.125,0.001301796
-87.5,219.375,0.0013017929
-87.5,220.625,0.0013017897
-87.5,221.87500000000003,0.0013017866
-87.5,223.125,0.0013017835
-87.5,224.375,0.0013017803
-87.5,225.625,0.0013017775
-87.5,226.875,0.0013017758
-87.5,228.125,0.0013017751
-87.5,229.375,0.0013017743
-87.5,230.62499999999997,0.0013017738
-87.5,231.875,0.0013017731
-87.5,233.12500000000003,0.0013017729
-87.5,234.375,0.0013017796
-87.5,235.62500000000003,0.0013017893
-87.5,236.875,0.0013017996
-87.5,238.12500000000003,0.0013018107
-87.5,239.375,0.0013018195
-87.5,240.62500000000003,0.0013018197
-87.5,241.875,0.0013018195
-87.5,243.12500000000003,0.0013018191
-87.5,244.375,0.0013018186
-87.5,245.625,0.0013018183
-87.5,246.875,0.001301818
-87.5,248.125,0.0013018177
-87.5,249.37499999999997,0.001301817
-87.5,250.625,0.0013018167
-87.5,251.87499999999997,0.0013018164
-87.5,253.125,0.001301816
-87.5,254.37500000000003,0.0013018156
-87.5,255.625,0.0013018153
-87.5,256.875,0.001301815
-87.5,258.125,0.0013018146
-87.5,259.375,0.0013018143
-87.5,260.625,0.0013018043
-87.5,261.875,0.0013018049
-87.5,263.125,0.0013018056
-87.5,264.375,0.0013018062
-87.5,265.625,0.0013018069
-87.5,266.875,0.0013018074
-87.5,268.125,0.0013018078
-87.5,269.375,0.0013018085
-87.5,270.625,0.0013018091
-87.5,271.875,0.0013018098
-87.5,273.125,0.0013018104
-87.5,274.375,0.001301811
-87.5,275.625,0.0013018115
-87.5,276.875,0.0013018121
-87.5,278.125,0.001301813
-87.5,279.375,0.0013018136
-87.5,280.625,0.0013018141
-87.5,281.875,0.0013018129
-87.5,283.125,0.0013018117
-87.5,284.375,0.0013018097
-87.5,285.625,0.0013018086
-87.5,286.875,0.0013018085
-87.5,288.125,0.001301811
-87.5,289.375,0.0013018136
-87.5,290.625,0.0013018161
-87.5,291.875,0.0013018191
-87.5,293.125,0.001301822
-87.5,294.375,0.0013018249
-87.5,295.625,0.0013018278
-87.5,296.875,0.0013018305
-87.5,298.125,0.0013018335
-87.5,299.37500000000006,0.0013018367
-87.5,300.625,0.0013018398
-87.5,301.875,0.0013018433
-87.5,303.125,0.0013018469
-87.5,304.375,0.0013018497
-87.5,305.625,0.0013018525
-87.5,306.875,0.0013018531
-87.5,308.125,0.0013018516
-87.5,309.375,0.0013018502
-87.5,310.625,0.0013018486
-87.5,311.875,0.0013018469
-87.5,313.125,0.001301846
-87.5,314.375,0.0013018447
-87.5,315.625,0.0013018437
-87.5,316.875,0.0013018427
-87.5,318.125,0.0013018431
-87.5,319.375,0.0013018433
-87.5,320.62500000000006,0.0013018437
-87.5,321.875,0.0013018445
-87.5,323.125,0.0013018452
-87.5,324.375,0.0013018495
-87.5,325.625,0.0013018557
-87.5,326.875,0.0013018613
-87.5,328.125,0.0013018677
-87.5,329.375,0.0013018729
-87.5,330.625,0.0013018729
-87.5,331.875,0.0013018728
-87.5,333.125,0.0013018723
-87.5,334.375,0.0013018722
-87.5,335.625,0.001301872
-87.5,336.875,0.0013018718
-87.5,338.125,0.0013018715
-87.5,339.375,0.0013018711
-87.5,340.625,0.001301871
-87.5,341.875,0.0013018707
-87.5,343.125,0.0013018704
-87.5,344.37500000000006,0.0013018702
-87.5,345.625,0.0013018701
